vocabulary,pos_freq,neg_freq
duhh,1,0
propley,0,1
inkfrog,0,1
verb,2,0
labyrinth,3,0
worldli,0,1
klutz315,1,0
peapl,1,0
agreguem,0,1
motown,3,0
yasashii,1,0
freeportladi,0,1
pidgin,5,1
judah,1,0
lowkey,1,2
cranberri,4,3
loveu,1,0
steadi,3,3
slickdeal,1,0
cdc,0,2
massa,0,3
shui,0,1
particip,15,8
jamon,1,0
trc,0,1
woefulli,0,1
immunis,1,1
armm,0,1
hoars,1,1
oh,1059,1349
dallor,1,0
waterfal,2,2
tweetervil,2,0
artura,1,0
juss,0,3
endever,1,0
patienc,8,5
gige,1,0
iholle,0,1
geekin,2,0
dnesek,1,0
crippl,2,6
ysl,0,1
mindless,3,1
didth,1,0
prezzi,3,1
unend,0,1
coincident,2,0
trivial,1,0
bulgaria,1,0
sessh,1,0
swoop,3,0
chatter,1,1
janel,2,0
opensync,0,1
damascu,1,0
hfm,0,1
dunde,2,1
whateverr,1,0
li,6,4
ggrrr,0,1
autoss,0,1
nard,1,0
der,6,5
nothign,0,1
nirvana,2,0
procratin,0,1
dishwash,2,2
auctionsnip,0,1
viscount,1,0
krista,0,1
tampines1,2,0
oooooooh,0,1
hailer,1,0
dailybooth,2,3
bravest,0,1
barenak,0,2
psychopath,1,0
jenn,4,3
guar,1,0
umemploy,0,1
marcu,7,1
wholesal,0,1
lfsh,0,1
musicmonday,1,0
fatboy,0,2
hasta,3,1
yeew,1,0
jenben,1,0
reef,1,0
simpan2,0,1
hungrey,1,0
twittwer,1,0
moli,1,1
bybi,0,1
batal,0,1
oopsi,3,3
ohwel,3,0
andreano,1,0
raro,1,0
blocka,0,1
vive,1,0
ine,0,2
seven,15,19
manifest,2,1
repay,1,0
emxyzptlk,1,0
henley,1,0
lure,0,1
nph,1,0
tyran,0,1
depp,4,3
plaic,1,0
yehhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,1,0
ofcom,0,1
studyinggg,0,1
mustard,5,1
bm,2,3
murder,9,14
labeouf,2,1
sampson,1,3
gthp4,0,1
tiff,4,4
bestst,1,0
casiii,1,0
varieti,5,3
string,15,12
blemmm,0,1
height,4,5
park,145,131
lovely,0,1
oppurtun,2,1
hydrol,0,1
trina,1,0
ua,4,1
lunchtim,13,10
midyear,0,2
kimm,0,1
zhong,0,1
sx110,1,0
versn,0,1
bbl,4,0
ravioli,2,2
skid,2,5
teri,1,1
grrrrrrrrrrrreat,1,0
acidophilu,1,0
mamasita,0,1
thirdbreath,0,1
230,1,0
warthog,0,1
gorda,1,0
egyptian,1,1
tiiiir,0,4
msie,0,1
muccch,0,1
diiiiid,1,0
aweb,0,1
twittererd,1,0
fruit,34,17
elit,3,1
rewound,0,1
whf,0,1
quottart,1,0
oprha,1,0
fremantl,1,0
aaww,1,4
her,0,1
basqu,2,0
apathi,1,0
bilirubin,1,0
t20,2,1
nuneaton,0,1
stuf,17,27
balloono,1,0
dming,0,1
downpour,1,1
cortex,1,0
fixtun,1,0
yehhh,2,0
ahahahaha,3,0
formentera,1,0
gunshot,0,1
newin,1,0
uhh,7,9
alevel,0,1
nini,1,0
pantera,0,1
bummin,1,2
gutiar,1,0
whilst,18,20
exxi,0,1
whoooool,1,0
tonigt,0,1
absinth,3,0
virgiz,0,1
people,1,0
yahooooooo,0,1
hn,1,1
apitcur,1,0
stewi,2,0
yepp,2,0
swag,6,3
picket,1,1
portlet,1,0
fuckit,0,2
divo,1,0
jedi,4,1
doughnut,4,6
ayla,1,0
overflow,3,2
yuuuuuuuuuuuuuuuuum,1,0
vegasss,1,0
losug,0,1
conahey,1,0
hammey,1,0
glado,0,1
goodmonday,1,0
glenn,2,0
dimitri,0,1
neither,20,38
nudeish,0,1
freakingg,0,1
fox29,0,1
raybe,0,1
thinge,0,1
udder,1,0
cwtch,0,1
pest,1,2
antil,0,1
lobbyist,0,1
semi,17,21
uhu,1,0
ccni,0,1
poet,3,2
fabric,6,3
daylen,1,0
makati,2,1
fc,2,3
anglo,1,0
vod,1,0
odulio,1,0
aquilo,1,0
traine,2,1
supercross,1,0
iphone,1,0
effort,24,19
settler,2,1
hoooooooooooo,0,1
squeee,1,0
clift,0,1
harri,41,28
guuuuuuyyyyyyyssssss,0,1
wahat,0,1
stud,4,3
celt,3,2
nice,1272,525
doesn0t,0,1
jlt,1,0
seahors,1,0
quotavid,3,0
shiningggg,1,0
gbu,1,0
dneska,1,0
tarffic,0,1
rangaaaaaa,1,0
privileg,4,2
aghkslgtadhsgnhasgt,0,1
advertis,19,15
admiss,1,0
preserv,2,1
tog,0,2
neneh,0,1
wooohhooo,1,0
koeken,1,0
ambul,3,7
nomatt,1,0
chelmsford,0,1
souschef,1,0
nawong,0,2
brule,1,0
spartan,0,7
iou,1,0
jkc,0,1
swindl,0,1
mco,2,0
7pm,1,0
org,15,13
to,1,0
demnchst,0,1
theatresport,0,1
weight,31,49
binari,1,2
topsoil,0,1
ryla,1,0
gratton,1,0
oer,1,0
jager,2,0
mom,190,225
koq,1,1
marta,0,1
incent,2,0
ach,16,133
neelix,1,0
deu,1,0
unlaw,1,0
workmanship,0,1
gilad,1,1
shelf,4,6
norff,1,0
boud,0,1
hackathon,0,2
probat,1,1
revolt,2,1
fanat,4,1
arsmeet,1,0
freitag,1,0
stabd,0,1
sissi,6,7
drawn,4,5
surg,0,2
fefe,0,1
primeira,1,0
shann,2,0
macquari,0,1
wm,0,2
forpog,0,1
wallyworld,2,0
lamb4lif,1,0
bluetooth,0,4
adriana,0,1
i8910,1,0
gefollowt,1,0
tweet4today,0,1
thakyou,0,1
benevol,0,1
outfit,12,6
toothfairli,1,0
orion,1,1
sme,1,1
woodstock,0,1
whaen,0,1
mac,117,138
yentl,1,0
chahiy,0,1
folow,4,0
kroger,1,2
speci,3,3
camden,2,3
harrass,0,2
pyjama,0,1
cmd,4,4
sticki,5,7
skitch,1,0
hendrx,1,0
bahrain,5,0
powerzz,1,0
choie,0,1
saav,1,0
usdjpi,1,0
purg,4,2
spa,14,6
wwii,1,0
gaaaam,1,0
tulia,0,1
betroth,1,0
northwestern,0,1
118,0,1
infus,0,1
breastfeed,0,1
rocken,1,0
mobbler,1,2
guigg,1,0
loka,1,0
lmaoo,4,2
kook,2,0
shenagian,1,0
poetri,5,4
sarahxxl,1,0
maann,1,0
etymolog,0,1
htwww,0,1
attent,44,27
ruido,1,0
awaaak,0,1
banggggg,1,0
chokin,0,1
kssen,0,1
carolin,7,2
unpain,1,0
gyal,1,0
defens,13,7
cusp,1,0
ohhhkayyyi,0,1
joe,48,25
backround,4,0
sb,12,8
gcrm,0,1
facey,1,1
yna,1,1
funnnnni,3,0
mozzarella,2,0
bijan,1,0
broooooooother,0,1
palmer,2,2
morena,0,1
turbotax,0,1
maubeug,1,0
carib,1,0
shud,15,16
wikid,1,0
alright,102,49
jreb,1,0
forth,7,5
curmudgeonli,1,0
auditorium,1,0
bambi,0,1
case,86,78
teppanyaki,1,0
twitweek,1,0
lauderdal,1,2
power,84,88
quotubway,1,0
ssbb,1,0
blk,2,2
meadowhal,1,0
thingsss,0,1
confrmd,0,1
perpetualkid,1,0
refix,1,0
ulgi,1,0
annett,3,0
bath,52,34
phoi,0,1
agess,1,0
madisen,0,1
gore,3,1
friendstack,0,1
awhol,1,0
bwahahahahaha,1,0
hgot,0,1
fail,67,270
startd,0,1
ottawaaa,0,1
celebr,110,53
5pm,1,1
throat,17,215
donat,20,7
odessa,1,0
quotexi,1,0
forehead,1,5
filigre,1,0
golli,0,1
anc,1,0
mlaen,0,1
nlt,0,7
planner,0,2
tapi,1,1
aggreg,2,1
icebreak,0,1
versu,3,4
jobless,1,0
techchatt,0,1
valet,0,1
charlottesvil,1,1
starker,1,0
pelinkovac,1,0
tinternet,0,1
motiv,35,41
33stay,1,0
we,1,1
twinkler,1,0
brotherhood,0,1
lookn,1,1
predlet,1,0
outcast,0,2
msg,28,18
thrill,19,5
prezij,1,0
twollow,1,0
zashley,1,0
stid,0,1
iamdiddi,2,1
biergarten,0,1
ughhhhhhhhhh,0,2
cheeki,10,2
hooligan,1,1
ebook,4,2
dick,10,10
twitterati,1,1
185k,1,0
knuckl,0,3
malayali,1,0
altog,1,0
timinggg,0,1
yayyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,1,0
spotlight,2,1
temecula,1,2
man,398,490
nappi,5,3
breakout,1,4
jajaaa,1,0
atdod,1,0
look,1464,1166
larissa,1,0
defer,0,1
heyaa,1,0
unopen,2,1
fireplac,1,0
korean,10,4
atteng,0,1
mvvm,1,0
plonker,1,0
diee,0,2
meester,2,0
trevelez,1,0
siguro,1,1
shitload,1,2
deficit,3,0
stiqu,0,1
innuendo,0,1
babysittin,1,2
aykal,0,1
shrink,3,1
truue,0,1
staff,9,12
scrim,1,0
gown,3,1
telegraph,2,0
loquaci,1,0
64bit,0,1
cappi,1,2
garon,1,0
stutter,1,0
bberapa,0,1
dijkstra,1,0
kilt,1,1
dn,1,10
pooh,2,12
freeeeeeez,0,1
hr45min,0,1
nada,9,4
vespa,1,1
sangrador,1,0
sera,3,0
sept,2,4
fwah,1,0
augustin,2,0
itun,48,59
squez,1,0
gooooooo,0,1
xoxoxo,11,1
dtu,1,0
kde,1,1
heaven69,1,0
politician,4,2
colton,1,0
beauteou,1,0
hightlight,0,1
v2,1,1
malayalam,0,1
rememba,0,1
kena,1,0
monk,3,0
schlong,1,0
xoxoxxx,1,0
acherz,0,1
ytday,0,1
movesz,0,1
hib,1,0
amalina,1,0
pig,17,19
esmtp,1,0
hospic,1,0
doinnn,2,0
washighton,0,1
titter,1,0
config,1,3
scoobz,0,1
crusad,2,3
shez,1,0
urgh,4,35
reflect,9,8
lejeun,1,0
shearer,0,1
jealon,1,0
home,974,1460
inform,34,34
dancin,6,1
kwentooo,1,1
tvv,1,0
gainey,1,0
shott,0,1
sprig,1,0
askin,1,2
troostgeschenk,1,0
photoboth,2,0
stau,0,1
black,90,68
hhaa,1,0
bronx,1,4
hardass,0,1
aagghhhhh,1,0
cayus,1,0
tiradent,3,0
tweeni,1,0
paain,0,1
baack,1,1
soooooooooooon,1,0
quotelemparan,1,0
supermom,0,1
gall,0,1
portray,2,0
lisiepeasi,1,0
peril,1,0
ualli,1,0
lieu,0,1
histor,4,2
theeeeerrrrr,1,0
kaden,0,1
emphasi,1,0
longerrr,0,1
loooooove,0,1
davvvero,1,0
modifi,1,1
birthweek,1,0
kbitch,0,1
consult,4,8
interwebz,0,2
teamwork,2,0
eno,2,1
hyderabad,3,0
canoodl,0,1
chinatown,4,1
bei,3,0
pammykin,1,0
bloggiti,1,0
bcd,0,1
falkirk,1,0
eredivisi,0,1
mondayyy,0,1
psd,2,2
aptana,1,0
beta,32,26
harass,3,3
liif,0,1
kaldi,0,1
moviee,2,2
dingo,1,0
peddi,1,0
watchaa,1,0
jinx,0,5
gmod,1,0
gtwitter,0,1
youiwhor,0,1
decemberist,2,0
ocelot,1,0
uuuuuuuuuum,0,1
ftl,0,7
loompa,1,0
woooow,1,2
wackkk,1,0
minut,157,240
trooper,2,0
smooth,16,3
yaaaaaaay,1,0
fantasticccc,0,1
outernet,1,0
ao,0,3
eucerin,0,1
cavern,3,0
albion,0,1
bengay,1,0
humphri,0,3
quotlump,1,0
flo,5,3
rollerbal,0,1
megafast,0,1
sysadmin,0,1
sheva,0,1
morph,1,0
length,4,3
leighton,4,1
poooooor,0,2
jave,0,2
about,4,1
dare,21,23
polyest,1,0
masala,4,1
yeeechhh,0,1
taf,0,1
stopin,0,1
workload,4,2
fetish,1,3
anywayi,0,1
jhb,0,1
dvno,1,0
deminish,0,1
hagrid,0,1
jitteri,1,1
stagecraft,0,1
plone4,1,0
newport,6,6
carolinecr,0,1
rest,205,194
seventeen,5,7
rele,0,2
airporttttt,1,0
biskup,1,0
bounz,0,1
unassuag,0,1
fusionbead,1,0
madi,3,1
fresher,1,1
cevirmek,1,0
buggin,0,1
coldfram,0,1
mma,2,0
ik,2,7
infest,0,1
mindblowingli,1,0
boyboi,1,0
clumsy,0,1
robitussin,0,1
word,237,154
doze,1,6
fiddl,4,5
spose,3,4
predat,3,0
floorset,0,1
mcdee,1,0
slasher,0,1
itchyy,0,1
tweetweet,1,0
insol,0,1
murph,1,1
vqg,1,0
hvac,0,1
apprciat,1,0
hermanzeniiiiito,0,1
marketingfolk,0,1
butthol,2,2
labrador,1,1
sierrrraaaa,1,0
thyme,1,1
intak,3,1
pharmacist,0,1
parklan,0,1
enrag,0,1
friooooo,0,1
watchn,0,2
wp_upgrad,1,0
kein,2,0
isabel,1,1
urn,0,3
thepiratebay,0,4
warmm,1,0
litl,0,1
miyagi,1,0
theeth,0,1
spacecon,1,0
aisl,6,1
shannababi,1,0
northview,0,1
carmack,0,1
luciano,0,1
tay,4,2
sucka,3,1
munchi,4,2
depriv,3,9
anno,0,2
diesen,0,1
bonni,3,3
thingggg,0,1
winterrr,0,1
normalis,1,0
banh,1,0
trippi,2,0
sono,0,2
fab,45,22
raht,1,0
pfffff,0,2
shooooooow,1,0
asterpix,1,0
fsv,1,0
tashi,1,0
novella,1,0
haav,0,1
tta,1,0
melodramat,0,1
join,210,82
fucktard,1,0
staf,0,3
tonitewak,1,0
snackin,0,1
antiqu,3,2
useful,1,0
cheffi,1,1
synchron,2,0
pav,2,2
theallison,1,0
meddlesom,0,1
nimoy,0,2
twitearth,1,0
shiiiit,1,3
lookout,3,0
broader,1,0
segal,1,0
obadiah,0,1
usuali,0,1
despis,3,3
portaltil,0,1
schoolproject,0,1
tubingen,0,1
sooki,1,1
dogpark,2,0
danggg,1,1
vado,0,1
wilmington,3,3
bfeg,1,0
wtahc,1,0
chantal,1,0
mccall,1,0
troll,3,3
modernist,1,0
wass,0,1
quotc,0,1
soire,1,1
vethakozhambu,1,0
knew,107,88
vsatisfi,1,0
pout,2,12
ripe,2,3
napot,1,0
rupe,1,2
hawaiian,2,0
missss,0,2
thebackdoor,2,0
surgeon,0,3
worn,10,15
aarghh,0,1
jeev,0,1
reliz,2,0
cineplex,0,1
food,234,229
blohheee,0,1
exclam,1,0
wordl,2,0
oden,1,0
exhal,1,1
saskatoon,0,1
ladycarolina,0,1
chalet,1,0
lullaby,2,0
surveri,0,1
daaammn,1,0
tonitght,0,1
hombr,1,0
nom,23,7
beeeed,1,0
squidoo,1,0
zak,1,0
woooohoooo,1,0
kayla,9,5
spade,1,1
backattcha,1,0
belun,1,0
rapidli,0,4
kennot,0,1
warmest,2,1
dooley,1,0
andrew,14,9
reeeal,1,0
hiromi,1,0
lyche,1,0
leq,0,1
aaw,0,6
babbbi,1,0
glitteri,0,1
xoa,0,1
resort,4,13
oaw,0,1
claus,1,2
leason,0,1
remo,1,0
rigeur,0,1
gjugrngfnr,0,1
sefanie,1,0
sneeeez,0,1
gorshhh,0,1
balconey,0,1
huhu,2,10
veterinari,0,1
v6,0,1
lakh,1,2
parr,1,0
tempranillo,1,0
sarbatoresc,0,1
underwhelm,2,2
yaaaaayyy,1,0
technet,1,1
tomozz,0,1
foal,1,0
durham,1,1
noagenda,0,1
worsest,0,1
wheeee,1,0
blenevan,1,0
mccann,0,2
maaaa,1,0
overload,4,11
apperantli,0,2
twecial,1,0
evangelist,2,0
posibl,1,0
nisam,1,0
mottu,0,1
hc,1,0
theis,0,1
csla,1,0
healer,1,2
launch,36,14
laredo,0,1
uporabljam,1,0
saja,0,1
lenka,0,1
glamourlici,1,0
eepp,1,0
errand,13,16
begitulah,0,1
whooooa,0,1
ampretend,1,0
wach,3,1
armadillo,0,2
nummern,0,1
coupla,1,2
wildlif,2,0
principal,1,0
someone,1,1
lotta,2,1
chlobear,1,0
inmi,0,1
visita,1,0
hbyu,1,0
tripe,0,2
artist,36,10
gum,8,7
maraca,1,0
fucccckkenn,1,0
quottuck,3,0
origin,40,45
drank,15,22
haphazardli,1,0
soz,3,4
flunk,0,1
puhleas,2,0
daphn,2,2
holic,2,1
sesam,3,1
hale,1,0
thissssss,0,1
offshor,1,1
prolli,18,15
steph,16,9
orthodox,12,1
uptownlif,1,0
overtired,0,1
asot,10,3
tanx,1,0
armor,5,0
smoothen,1,0
hadhi,0,1
clifhang,0,1
ponder,4,5
splode,0,1
lynx,0,2
walkn,1,0
lastnight,5,9
warstein,1,0
schumi,2,0
ooz,0,2
middag,1,0
decaffein,1,0
stauffenberg,1,0
starburst,0,1
everrrr,1,0
underoath,0,2
sparklecrack,1,0
fss,1,0
piku,1,0
measl,0,1
delig,0,1
throw,43,49
restlessn,0,1
honeybfli,1,0
lgi,0,1
limead,0,1
ahhhhhhhhhhhhhh,1,0
feelign,0,1
vlogbroth,1,0
nutini,1,0
castaway,0,1
unbeliev,10,11
lushhh,1,0
yale,1,1
alittl,2,1
aria,1,0
anberlin,0,1
parisian,2,0
vidic,0,1
mr,130,83
iskitel,0,1
wernt,1,1
opensus,0,1
educamp09,0,1
vickie,1,0
w715,0,1
coupevil,1,0
qith,1,0
headstart,0,1
leverkusen,0,1
waaah,0,6
curri,17,14
reliev,10,4
orb,1,0
tire,309,848
promis,61,51
anniversay,1,0
event,70,68
claussen,0,1
bakkkkkkk,0,1
feeel,1,1
payless,1,0
rayearth,1,0
reblippin,1,0
changin,1,0
wintersport,0,1
glycem,0,1
welcome,1,0
hardli,16,34
dunno,43,61
emex,1,0
capuccino,0,1
skinni,7,5
conflict,2,12
offff,1,1
searh,1,0
57,1,0
updatingff,0,1
phxpride,1,0
gu,1,2
suprisingli,2,2
trop,1,0
chippi,1,0
terrifi,3,16
frail,0,1
welcoem,1,0
audioinfect,1,0
lamar,1,1
livingtv,1,0
impend,1,2
hql,1,0
classnam,1,0
phaha,0,1
belzer,1,0
throughout,5,8
blain,1,0
somemor,2,0
hometim,2,1
liao,1,2
ottumwa,1,0
lie,52,95
sink,6,14
bablefish,1,0
michael,35,21
modern,8,9
yoyo,1,0
kaley,2,0
booooo,1,14
cfn,1,0
narrow,1,4
bett,3,0
oflin,1,0
miata,1,0
thumbi,0,1
twizzl,1,0
shani,1,0
ooooo,7,0
bagger,0,1
floater,0,1
shitfac,0,1
sayo,1,0
kok,3,0
unherd,0,1
whoah,2,0
gewd,1,2
owwwwww,0,1
mujst,0,1
adoptadm,0,1
matron,0,1
paint,77,73
ancast,1,0
reced,0,1
calculu,2,2
graphit,1,0
sovereign,1,0
badu,1,0
inflict,2,3
idont,0,1
ibroprofen,1,0
punt,0,1
rk,0,2
biffi,0,1
naggin,0,1
get,3113,3875
lota,1,0
pantswhen,0,1
getchya,1,0
ballmer,0,1
underwat,0,1
ballz,2,0
cetral,1,0
cinnamon,13,8
sleepppyyi,0,1
punch,14,15
beerthday,1,0
jump,58,34
faaan,0,1
somefin,0,1
manong,1,1
snowstorm,0,2
ewwwwww,1,0
nend,1,0
thanx,53,11
flashlight,0,1
catastroph,0,1
dwanb,1,0
lookd,0,1
chuf,6,2
wz,1,0
showerin,0,1
oversea,4,6
retardedddd,1,0
root,21,17
copi,52,43
tactician,0,1
relief,11,4
damnnit,0,1
cleari,1,0
frighten,1,8
dexi,1,0
commun,48,28
squirm,2,0
grrrrrrrrrrrr,0,1
overdr,0,2
slump,2,2
eeveeer,1,0
mammi,0,1
irwin,1,0
enquir,0,1
replyy,4,0
jeopardi,1,0
rehears,17,22
paybox,1,0
babbi,1,1
ambit,2,1
villai,1,0
washingtonnn,1,0
zazen,1,0
mstrkrft,2,0
fenc,3,4
overh,1,2
pea,10,5
betfair,9,2
richardson,1,1
midori,1,0
youtub,113,93
unfriend,1,0
begun,5,9
intil,1,0
beverag,3,3
panelist,1,0
dalaran,1,1
igiv,1,0
undesir,0,2
comin,14,12
alssssssssssso,1,0
rell,0,1
posho,1,0
okiedoki,1,0
vcu,0,1
kia,2,0
due2,0,1
tanong,1,0
anathomi,0,1
scruff,0,1
tabloid,1,0
iit,3,0
forbid,0,1
growl,4,10
snowboard,4,4
commando,0,1
xddddd,0,1
ooooooooooommmmmmmmmmmm,1,0
sison,0,1
mermaiid,1,0
forrgot,0,1
outofmemori,0,1
react,3,5
koto,2,0
toiti,1,0
misribl,0,1
uiview,1,0
dupar,0,1
knoww,4,3
stubborn,5,3
quotrologu,1,0
grekul,0,1
kany,5,0
given,30,41
hmmmmm,5,2
yriold,0,1
gleam,0,1
lose,68,177
hobo,1,0
princeton,1,1
fresco,0,1
craaaaamp,0,1
microprocessor,0,1
rambo,1,1
haa,25,5
curabl,0,1
live365,0,1
hungri,61,220
begfriend,0,1
japansoc,1,0
montanni,0,1
architect,2,1
eldest,1,1
murni,1,0
mett,1,0
bronco,1,4
discharg,1,0
potato,23,16
tillyk,1,0
anyy,1,0
officejet,1,0
prepard,1,0
pleaseeeeeeeeeeeee,0,1
jazz,23,10
beybeh,1,0
oxoxoxoxoxooxoxox,0,1
track,99,54
flacki,1,0
actin,0,1
crowd,23,26
loooveee,1,0
thatsmooth,1,0
gbp20,0,1
auditor,0,2
spoke,15,11
plzzzzz,2,0
griffith,1,1
negro,1,0
angiii,0,2
unicron,1,0
desast,0,1
steel,2,0
twitterplaus,0,1
zombievil,0,1
hotelroom,0,1
neeeeeeeed,1,0
writin,3,2
muchhhhhhhh,0,1
lama,5,0
seminar,3,6
genix,2,0
corn,11,5
xenosociolog,1,0
munich,5,6
prada,1,5
redddd,0,1
descript,10,2
vedio,1,0
hko,1,0
tlkin,0,2
sqworl,0,1
uikit,0,1
fishin,1,0
vida,2,0
tenori,0,1
preval,0,1
redbreast,1,0
stalk,26,16
breezi,2,2
curl,13,19
titp,0,1
whooodootooodppotoodpogsa,1,0
cole,4,6
shedevil,1,0
kabuto,1,0
twiiter,6,4
dof,0,1
hay,18,13
tle,0,2
yoohoo,0,2
milleni,1,0
swear,28,25
naxxrama,0,1
supps,0,1
gulf,1,3
2,57,87
magnific,3,1
freado,1,0
digerati,1,0
quintupl,0,2
alor,0,1
icanhascheezburg,1,0
whattttt,0,1
bbyck,1,0
absoloutli,1,1
drizzl,4,3
dug,1,6
tabitca,1,0
pravoslavnim,1,0
ak47,1,0
rework,1,1
doubleclick,0,1
quotwin,0,3
longg,2,1
radroot,1,0
childish,2,1
bhkj316,1,0
crocodil,0,1
taquito,0,1
560,1,0
nam,1,2
wahaahha,1,0
krafti,1,0
hyacinth,2,1
scentsat,1,0
snarki,3,0
tiem,1,0
secretsins,1,0
middl,37,53
tmi,2,2
arg,2,7
gurpreet,1,0
zoom,5,4
wwpc,1,0
beeeeeeep,0,1
aristocat,1,0
geet,0,1
wacko,1,0
millwal,0,1
shamballahla,1,0
grit,4,5
kliatan,1,0
shoud,1,0
supralumin,1,0
lean,12,3
davi,10,3
gooooooooooodddddddddd,1,0
barrowman,4,0
xpg,1,0
lifee,0,1
aasu,1,0
physicist,1,0
himk,1,0
colan,0,1
cabernet,0,1
thwart,1,2
bovverd,0,1
rah,1,3
combo,14,8
16pm,1,0
drab,0,4
piccanto,1,0
diffent,1,0
hahhaa,2,1
gah,7,74
refactor,3,1
mfor,1,0
aargh,0,9
mask,8,8
hibert,0,1
njummii,1,0
med,11,40
infact,3,2
bal,2,0
github,1,0
heeeeelp,1,0
nighti,21,5
parm,1,0
mogul,0,1
sherrod,0,1
sportsfest,1,0
unwel,0,11
aryayush,0,1
playgroup,0,1
masakit,1,0
svg,2,0
alton,3,7
concur,3,3
teda,0,1
shuh,1,0
openttd,1,0
gener,56,42
nasilsin,1,0
brittani,5,5
genocid,0,1
sheet,15,12
ls,2,1
flesh,4,1
totattli,0,1
kfc,5,12
colou,1,0
lonq,0,1
butt,40,30
i95,0,1
berri,11,9
offial,0,1
aux,1,0
stiffi,0,1
trickier,0,1
artski,1,0
tv,182,206
abbrevi,1,1
referr,2,0
reheat,2,1
shfeek,0,1
bumabawi,0,2
passport,10,12
jennyrom,1,0
invad,8,4
wad,2,1
watci,0,1
str8n,0,1
demetr,1,0
treat,45,21
akira,1,1
kayleigh,0,1
amt,0,1
kimbo,1,0
curtail,1,0
whisper,6,4
havw,0,1
wheeey,1,0
diarea,0,1
lovefilm,2,0
compani,91,139
ooomg,0,1
slammer,0,1
twtad,1,0
allentown,0,1
samatha,0,1
falaf,1,0
niqht,1,0
panadien,0,1
hollar,0,1
moonay,1,0
paha,1,0
wuuut,1,0
cnd,1,0
wirt,1,1
miseri,2,8
boilodgi,0,1
bedddd,2,3
german,35,26
theyl,0,1
phoneeeeeeee,0,1
distinguish,1,0
domin,7,5
mdm,0,1
zitti,1,0
sheridan,1,2
poc,0,1
blaster,0,1
prpoercours,0,1
rushmor,0,1
lockdown,1,2
henni,0,1
yam,0,1
anyday,1,0
thc,1,0
circuit,1,5
summerholiday,1,0
tranquil,2,0
ooaahoh,0,1
falsh,0,1
rock,298,88
protv,1,0
veryy,0,3
quartz,1,0
revo,1,0
asplit,0,1
tz7,1,1
hax0r,0,1
hamthrax,0,3
unproduct,3,8
invers,2,2
lpl,0,1
butterfli,12,11
debaucheri,1,0
fritim,0,1
nobuuuuuuu,0,1
carriag,0,3
mcentir,1,0
fux,1,3
totali,1,2
alexa,5,0
oooffff,0,1
selenaa,3,0
river,28,15
chosen,3,3
kondura,1,0
now2rest,1,0
plow,0,3
wem,2,0
william,19,6
scratchcard,1,0
shantel,0,1
thaw,1,2
laker,15,11
eme,0,1
twrilliant,1,0
indecis,2,1
richardsolo,0,1
jejej,1,0
dieee,1,0
wtd,0,1
safe,98,39
huevo,1,0
exclud,2,1
laughabl,1,0
frequent,7,5
leather,2,8
quiech,1,0
ecuadorian,0,1
yama,0,1
muppet,2,3
h2o,0,3
hacr,0,1
myaday,1,0
givin,2,6
haavv,0,1
crepe,5,3
haddow,0,1
chimp,1,0
kean,0,1
nambu,4,11
contageu,1,0
cleanser,2,1
avignon,1,0
toho,1,0
velvet,4,4
frak,1,2
gwibber,0,1
iluma,1,0
apucat,1,0
cop,18,22
kmart,1,1
naaah,1,1
everday,2,1
mizuno,1,0
bollywood,2,0
fallbrook,0,1
apollo,7,1
tt,4,6
lurrrrrrrrrrrrve,1,0
unhappi,0,17
babyboo,0,2
laphroig,0,1
brazilian,7,4
busta,1,0
alcudia,1,1
roaster,1,0
jami,17,9
duo,2,1
ughhhhhhhhhhhhhh,0,1
cryptic,2,0
screenlet,0,1
ehm,0,1
chipper,2,2
wiser,2,0
7a,1,0
meen,2,0
sonar,2,0
pailou,1,0
alltop,2,0
weyburn,1,0
rashmi,1,0
kingswayyy,1,0
mofo,2,3
beidz,0,1
shizah,0,1
mrzcullen,0,1
hha,1,0
waayyyi,1,0
angsti,1,1
linguist,0,4
percept,2,0
maxwel,3,1
obsorb,0,1
tirad,1,0
wekeend,1,0
borin,0,2
midterm,6,9
finaaal,0,1
braid,2,0
heartattac,0,1
ska,4,2
clonazepm,0,1
crikey,3,0
cardin,4,2
liik,0,1
preeeti,1,0
stob,0,1
irl,3,11
stalker,11,14
77,1,0
esqu,2,2
vera,3,2
veda,3,1
hej,1,0
consent,0,1
collegu,0,1
elpppp,0,1
extrodinair,1,0
viciou,2,3
sall,0,2
chalmer,0,1
presten,1,0
sudah,1,1
catalogu,3,2
beautiul,1,0
iii,6,6
earrrli,0,1
jakarta,2,1
footwear,1,1
scotch,7,0
arrrrgh,0,1
eurrrghhhh,0,1
aotearoa,1,0
rider,12,5
snooz,2,8
unstabl,0,7
ureshii,1,0
zuraidah,0,1
gloria,1,2
tireeee,0,1
tournement,0,1
sui,0,2
close,118,237
cel,1,1
crastin,1,0
amin,1,1
monni,0,2
hargrid,0,1
tweetheart,3,4
sau,1,1
anddd,4,0
hahahaaaaa,1,0
terang,1,0
met,102,48
stranger,18,5
thort,0,1
incompet,0,1
grabbi,0,1
wunder,2,2
hahahahahahaha,1,0
wiuth,1,0
br,4,1
tatooist,1,0
catfood,0,1
